0	17.500000
1	17.500000
2	18.500000
3	19.500000
4	21.500000
5	21.500000
6	22.500000
7	23.500000
8	24.500000
9	26.000000
10	26.500000
11	27.500000
12	29.000000
13	30.000000
14	30.500000
15	31.000000
16	31.500000
17	32.500000
18	33.000000
19	34.000000
20	34.500000
21	35.500000
22	37.000000
23	38.000000
24	38.500000
25	39.000000
26	40.000000
27	40.500000
28	41.500000
29	42.000000
30	42.500000
31	43.000000
32	43.500000
33	44.500000
34	45.000000
35	46.000000
36	46.500000
37	47.000000
38	47.500000
39	48.500000
40	48.500000
41	49.000000
42	49.000000
43	49.500000
44	50.500000
45	51.000000
46	51.000000
47	51.500000
48	52.500000
49	53.000000
50	53.500000
51	54.000000
52	55.000000
53	55.000000
54	55.500000
55	56.000000
56	56.500000
57	57.000000
58	57.000000
59	57.500000
60	58.000000
61	58.500000
62	58.500000
63	59.000000
64	59.500000
65	60.000000
66	60.500000
67	60.500000
68	61.000000
69	61.000000
70	61.000000
71	61.000000
72	61.500000
73	62.000000
74	62.500000
75	62.500000
76	62.500000
77	63.000000
78	63.000000
79	63.500000
80	64.000000
81	64.000000
82	64.000000
83	64.000000
84	64.000000
85	64.000000
86	64.000000
87	64.000000
88	64.000000
89	64.000000
90	64.000000
91	64.000000
92	64.000000
93	64.000000
94	64.000000
95	64.000000
96	64.000000
97	64.000000
98	64.000000
99	64.000000
