1	460.000	462.000	462.000
2	463.000	464.000	464.000
3	462.000	464.000	464.000
4	463.000	464.000	464.000
5	463.000	465.000	465.000
6	462.000	465.000	465.000
7	461.000	465.000	465.000
8	462.000	465.500	465.000
9	460.000	465.500	466.000
10	459.000	465.500	466.000
11	462.000	466.000	466.000
12	462.500	466.000	466.000
13	462.500	467.000	466.000
14	461.000	467.000	466.000
15	460.500	467.000	467.000
16	461.000	467.000	467.000
17	462.000	467.000	467.000
18	463.000	467.000	467.000
19	460.000	467.000	467.000
20	461.000	467.000	467.000
21	460.000	467.000	467.000
22	462.000	467.000	467.000
23	462.500	467.000	467.000
24	461.000	467.000	467.000
25	462.000	467.000	467.000
26	461.000	467.000	468.000
27	463.000	467.000	468.000
28	463.000	467.000	469.000
29	461.000	467.000	469.000
30	461.000	467.000	469.000
31	462.000	467.000	469.000
32	463.000	468.000	469.000
33	463.500	468.000	469.000
34	463.000	468.000	469.000
35	462.000	468.000	469.000
36	463.000	468.000	469.000
37	463.000	468.000	469.000
38	464.000	468.000	469.000
39	461.000	468.000	469.500
40	461.000	468.000	469.500
41	463.000	468.000	470.000
42	465.000	468.000	470.000
43	464.000	468.000	470.000
44	465.000	468.000	470.000
45	463.000	469.000	470.000
46	462.000	469.000	470.000
47	464.000	469.000	470.000
48	463.000	469.000	470.000
49	463.500	469.000	470.000
50	463.000	469.000	470.000
51	462.000	469.000	470.000
52	463.000	469.000	470.000
53	463.000	469.000	470.000
54	464.000	469.000	470.000
55	464.000	469.000	471.000
56	464.000	469.000	471.000
57	463.000	469.000	471.000
58	462.000	469.000	471.000
59	462.000	469.000	471.000
60	464.000	469.000	471.000
61	463.000	469.000	471.000
62	463.000	469.000	471.000
63	465.000	469.000	471.000
64	463.000	469.000	471.000
65	462.000	469.000	471.000
66	463.000	469.000	471.000
67	465.000	469.000	471.000
68	464.000	469.000	471.000
69	464.000	470.000	471.000
70	465.000	470.000	471.000
71	463.000	470.000	471.000
72	462.000	471.000	471.000
73	463.000	471.000	471.000
74	464.500	471.000	471.000
75	464.000	471.000	471.000
76	466.000	471.000	471.000
77	462.000	471.000	471.000
78	464.000	471.000	471.000
79	464.000	471.000	471.000
80	464.000	471.000	471.000
81	465.000	471.000	471.000
82	465.000	471.000	471.000
83	464.000	471.000	471.000
84	464.000	471.000	471.000
85	463.000	471.000	471.000
86	462.000	471.000	471.000
87	464.000	471.000	471.000
88	464.500	471.000	471.000
89	463.000	471.000	471.000
90	465.000	471.000	471.000
91	464.000	471.000	471.000
92	462.000	471.000	471.000
93	463.000	471.000	471.000
94	464.500	471.000	471.000
95	465.000	471.000	471.000
96	464.000	471.000	471.000
97	464.000	471.000	471.000
98	463.000	471.000	471.000
99	466.000	471.000	471.000
100	465.000	471.000	471.000
101	465.000	471.000	471.000
102	464.000	471.000	471.000
103	464.000	471.000	471.000
104	465.000	471.000	471.000
105	465.000	471.000	471.000
106	466.000	471.000	471.000
107	465.000	471.000	471.000
108	463.000	471.000	471.000
109	465.000	471.000	471.000
110	465.000	471.000	471.000
111	464.000	471.000	471.000
112	464.000	471.000	471.000
113	464.000	472.000	471.000
114	465.000	472.000	471.000
115	465.000	472.000	471.000
116	464.000	472.000	471.000
117	465.000	472.000	471.000
118	464.000	472.000	471.000
119	464.000	472.000	471.000
120	465.000	472.000	471.000
121	464.000	472.000	471.000
122	464.000	472.000	471.000
123	465.000	472.000	471.000
124	463.000	472.000	471.000
125	464.500	472.000	471.000
126	464.000	472.000	471.000
127	464.000	472.000	471.000
128	464.000	472.000	471.000
129	465.000	472.000	471.000
130	465.000	472.000	471.000
131	464.500	472.000	471.000
132	464.000	472.000	471.000
133	464.000	472.000	471.000
134	465.000	472.000	471.000
135	466.000	472.000	471.000
136	464.000	472.000	471.000
137	465.000	472.000	471.000
138	463.000	472.000	471.000
139	464.000	472.000	471.000
140	464.000	472.000	471.000
141	465.000	472.000	471.000
142	465.000	472.000	471.000
143	465.500	472.000	471.000
144	464.000	473.000	471.000
145	465.000	473.000	471.000
146	463.000	473.000	471.000
147	463.000	473.000	471.000
148	463.000	473.000	471.000
149	465.000	473.000	471.000
150	465.000	473.000	471.000
151	464.000	473.000	471.000
152	465.000	473.000	471.000
153	465.000	473.000	471.000
154	464.000	473.000	471.000
155	465.000	473.000	471.000
156	465.000	473.000	471.000
157	464.000	473.000	471.000
158	465.000	473.000	471.000
159	465.000	473.000	471.000
160	465.000	473.000	471.000
161	464.000	473.000	471.000
162	465.500	473.000	471.000
163	465.000	473.000	471.000
164	466.000	473.000	471.000
165	465.000	473.000	471.000
166	465.000	473.000	471.000
167	466.000	473.000	471.000
168	465.000	473.000	471.000
169	465.000	473.000	471.000
170	465.000	473.000	471.000
171	466.000	473.000	471.000
172	464.000	473.000	471.000
173	464.000	473.000	471.000
174	465.000	473.000	471.000
175	465.000	473.000	471.000
176	463.000	473.000	471.000
177	464.000	473.000	471.000
178	462.000	473.000	471.000
179	465.000	473.000	471.000
180	464.000	473.000	471.000
181	466.000	473.000	471.000
182	463.000	473.000	471.000
183	464.500	473.000	471.000
184	465.500	473.000	471.000
185	465.000	473.000	471.000
186	465.000	473.000	471.000
187	465.000	473.000	471.000
188	465.000	473.000	471.000
189	464.000	473.000	471.000
190	465.500	473.000	471.000
191	466.000	473.000	471.000
192	465.000	473.000	471.000
193	466.000	473.000	471.000
194	466.000	473.000	471.000
195	464.000	473.000	471.000
196	466.000	473.000	471.000
197	465.000	473.000	471.000
198	465.000	473.000	471.000
199	466.000	473.000	471.000
200	466.000	473.000	471.000
201	466.000	473.000	471.000
202	466.000	473.000	471.000
203	466.000	473.000	471.000
204	465.000	473.000	471.000
205	466.000	473.000	471.000
206	466.000	473.000	471.000
207	466.000	473.000	471.000
208	465.000	473.000	471.000
209	465.000	473.000	471.000
210	464.000	473.000	471.000
211	467.000	473.000	471.000
212	466.000	473.000	471.000
213	466.000	473.000	471.000
214	467.000	473.000	471.000
215	466.000	473.000	471.000
216	466.000	473.000	471.000
217	465.000	473.000	471.000
218	466.000	473.000	471.000
219	466.000	473.000	471.000
220	467.000	473.000	471.000
221	465.000	474.000	471.000
222	467.000	474.000	471.000
223	465.000	474.000	471.000
224	466.000	474.000	471.000
225	467.000	474.000	471.000
226	466.000	474.000	471.000
227	466.000	474.000	471.000
228	465.000	474.000	471.000
229	466.000	474.000	471.000
230	467.000	474.000	471.000
231	466.000	474.000	471.000
232	465.000	474.000	471.000
233	466.000	474.000	471.000
234	465.000	474.000	471.000
235	465.000	474.000	471.000
236	464.000	474.000	471.000
237	466.000	474.000	471.000
238	466.000	474.000	471.000
239	466.000	474.000	471.000
240	465.500	474.000	471.000
241	465.500	474.000	471.000
242	466.000	474.000	471.000
243	465.000	474.000	471.000
244	466.500	474.000	471.000
245	467.000	474.000	471.000
246	466.000	474.000	471.000
247	466.000	474.000	471.000
248	466.000	474.000	471.000
249	466.000	474.000	471.000
250	466.000	474.000	471.000
251	466.000	474.000	471.000
252	467.000	474.000	471.000
253	467.000	474.000	471.000
254	466.000	474.000	471.000
255	467.000	474.000	471.000
256	467.000	474.000	471.000
257	466.000	474.000	471.000
258	466.000	474.000	471.000
259	466.000	474.000	471.000
260	467.000	474.000	471.000
261	466.000	474.000	471.000
262	467.000	474.000	471.000
263	465.000	474.000	471.000
264	466.000	474.000	471.000
265	466.000	474.000	471.000
266	467.000	474.000	471.000
267	465.000	474.000	472.000
268	467.000	474.000	472.000
269	466.000	474.000	472.000
