1	1450162.667	1.814	1.814
2	1279801.206	1.520	1.971
3	2.864	1.055	1.971
4	2.850	1.248	1.626
5	2.551	0.959	1.126
6	1.852	0.959	0.935
7	1279801.421	1.008	1.006
8	3.816	1.155	1.006
9	1279800.472	1.155	0.928
10	3.125	0.860	0.913
11	3.350	0.890	0.828
12	765771.299	0.890	0.964
13	3.657	1.073	0.964
14	1.990	1.073	0.973
15	3.943	1.073	0.964
16	3.224	0.850	0.964
17	2.504	0.850	0.944
18	2.329	0.850	0.913
19	2.586	0.828	1.332
20	2.413	0.828	1.332
21	1.807	0.828	1.332
22	3.014	0.828	1.332
23	1.760	0.828	1.159
24	3.501	0.828	1.074
25	2.956	0.999	1.074
26	2.473	0.999	1.070
27	2.040	0.874	1.232
28	3.954	0.874	1.093
29	1.734	0.874	1.093
30	1.834	0.874	0.959
31	2.921	0.874	1.196
32	1.964	0.915	0.999
33	4.247	0.820	0.999
34	4.331	1.119	1.224
35	2.810	1.119	1.143
36	2.301	1.119	1.042
37	2.203	1.206	1.208
38	2.067	1.081	1.208
39	2.788	1.129	1.186
40	2.638	1.129	1.186
41	2.693	1.129	1.143
42	1.918	1.194	1.129
43	2.711	1.135	1.189
44	3.837	1.135	1.189
45	3.676	1.137	1.117
46	1450162.926	1.137	1.117
47	3.169	1.137	1.117
48	2.063	0.928	1.117
49	1.900	0.898	1.117
50	1.172	0.898	1.117
51	2.564	0.928	1.245
52	3.409	0.928	1.245
53	2.713	0.887	1.245
54	1.664	0.887	1.245
55	2.513	0.898	1.253
56	1.326	0.898	1.253
57	2.144	0.898	1.306
58	2.368	1.028	1.306
59	3.298	1.066	1.306
60	1.907	1.066	1.306
61	1.398	1.066	1.306
62	3.297	1.066	1.306
63	2.379	1.066	1.217
64	3.018	1.167	1.217
65	1279800.223	1.167	1.217
66	1.725	1.398	1.217
67	1.893	1.398	1.363
68	1.518	1.398	1.363
69	2.200	1.375	1.363
70	1.270	1.423	1.363
71	1.821	1.423	1.363
72	1.610	0.968	1.363
73	2.708	0.968	1.363
74	2.524	0.968	1.363
75	1.931	0.968	1.363
76	2.746	0.968	1.363
77	1.921	0.968	1.363
78	2.258	0.973	1.363
79	2.538	0.973	1.363
80	2.623	0.973	1.341
81	2.125	0.973	1.341
82	2.515	1.048	1.341
83	2.885	1.117	1.341
84	3.256	1.117	1.341
85	2.417	1.117	1.341
86	1.375	1.117	1.341
87	4.147	1.299	1.408
88	2.542	1.299	1.408
89	2.266	1.299	1.408
90	2.264	1.299	1.408
91	2.763	1.117	1.377
92	3.773	1.117	1.377
93	3.035	1.117	1.377
94	1.613	1.117	1.377
95	1.542	0.944	1.377
96	1.124	0.944	1.322
97	2.363	0.944	1.322
98	3.164	0.944	1.322
99	2.931	0.944	1.349
100	2.708	0.944	1.349
101	3.194	1.066	1.349
102	1.961	1.066	1.349
103	2.665	1.066	1.349
104	2.187	1.066	1.349
105	1.650	1.066	1.349
106	2.625	1.066	1.349
107	2.800	1.066	1.349
108	2.705	1.066	1.349
109	1.305	1.066	1.349
110	1.251	1.066	1.349
111	2.712	1.066	1.349
112	1.675	1.066	1.349
113	2.484	1.189	1.349
114	1.894	1.189	1.349
115	3.510	1.189	1.349
116	1.972	1.251	1.349
117	0.898	1.251	1.349
118	2.925	1.251	1.349
119	1.530	1.251	1.349
120	2.634	1.251	1.349
121	4.224	1.251	1.349
122	1.613	1.251	1.349
123	3.321	1.251	1.349
124	1.668	1.251	1.349
125	3.073	1.251	1.349
126	1.978	1.251	1.349
127	1.189	1.251	1.349
128	1.145	1.137	1.349
129	1.900	1.137	1.349
130	1.613	1.137	1.349
131	1.953	1.137	1.349
132	1.613	1.137	1.349
133	1.882	1.137	1.349
134	2.106	1.137	1.349
135	2.224	1.137	1.442
136	1.814	1.137	1.442
137	1.870	1.137	1.442
138	2.354	1.137	1.442
139	1.938	1.137	1.442
140	1.925	1.137	1.442
141	2.775	1.098	1.442
142	2.013	1.098	1.442
143	1.135	1.098	1.442
144	1.841	1.143	1.442
145	2.842	1.143	1.442
146	1.617	1.143	1.442
147	2.801	1.143	1.442
148	5.177	1.143	1.442
149	2.455	1.143	1.221
150	2.086	1.143	1.383
151	2.477	1.143	1.383
152	2.047	1.143	1.383
153	1.918	1.143	1.383
154	2.074	1.202	1.383
155	1.612	1.202	1.383
156	1.950	1.202	1.383
157	2.420	1.202	1.383
158	1.470	1.202	1.383
159	1.749	1.202	1.383
160	1.788	1.202	1.383
161	1.596	1.202	1.383
162	1.612	1.202	1.383
163	1.837	1.329	1.383
164	2.092	1.329	1.383
165	1.539	1.329	1.383
166	2.196	0.959	1.383
167	1.332	0.959	1.383
168	1.172	0.959	1.383
169	1.795	0.959	1.383
170	2.087	0.959	1.383
171	2.283	0.959	1.221
172	1.253	0.959	1.221
173	1.938	0.959	1.208
174	1.448	0.959	1.208
175	2.556	0.959	1.208
176	2.087	0.959	1.208
177	1.799	0.952	1.208
178	2.837	0.952	1.208
179	1.149	0.952	1.208
180	1.033	0.952	1.208
181	1.589	0.952	1.208
182	1.367	0.952	1.208
183	1.295	0.952	1.095
184	1.629	0.952	1.095
185	2.016	0.952	1.095
186	1.749	0.952	1.095
187	2.484	0.952	1.095
188	1.752	0.952	1.095
189	2.402	0.952	1.095
190	2.047	0.952	1.095
191	1.341	1.031	1.095
192	1.133	1.031	1.095
193	1.827	1.031	1.095
194	1.714	1.050	1.095
195	1.999	1.050	1.095
196	1.695	1.050	1.095
197	2.297	1.050	1.095
