1	107.200	107.633	107.633	107.800
2	107.200	108.000	108.067	108.833
3	107.400	108.200	108.167	109.833
4	107.867	108.500	108.367	110.167
5	106.867	108.700	108.367	110.667
6	106.767	108.700	108.667	110.933
7	107.133	108.900	108.700	110.967
8	107.633	109.000	108.700	111.000
9	107.233	109.300	108.833	111.100
10	107.267	109.300	108.933	111.200
11	107.300	109.567	109.067	111.200
12	107.600	109.567	109.167	111.233
13	107.467	109.567	109.167	111.233
14	107.133	109.667	109.167	111.333
15	106.733	109.667	109.167	111.333
16	107.100	109.667	109.367	111.400
17	106.933	109.667	109.500	111.433
18	107.633	109.667	109.600	111.433
19	107.567	109.667	109.700	111.433
20	107.333	109.667	109.700	111.467
21	107.433	109.667	109.933	111.500
22	106.867	109.667	110.067	111.500
23	107.733	109.667	110.067	111.500
24	107.100	109.900	110.067	111.533
25	106.900	109.900	110.167	111.567
26	107.000	109.900	110.167	111.567
27	106.833	110.033	110.167	111.600
28	107.333	110.033	110.367	111.600
29	107.233	110.033	110.367	111.600
30	107.800	110.067	110.467	111.667
31	107.600	110.067	110.467	111.700
32	107.167	110.067	110.667	111.700
33	107.967	110.067	110.667	111.700
34	106.900	110.167	110.767	111.700
35	106.667	110.167	110.767	111.733
36	106.900	110.167	110.900	111.767
37	107.000	110.300	110.900	111.767
38	107.667	110.300	110.933	111.800
39	107.567	110.300	111.033	111.800
40	108.000	110.300	111.033	111.800
41	107.000	110.300	111.033	111.800
42	107.100	110.300	111.233	111.833
43	108.000	110.400	111.333	111.833
44	107.533	110.400	111.333	111.833
45	107.767	110.400	111.333	111.833
46	107.800	110.400	111.333	111.867
47	107.633	110.500	111.333	111.867
48	108.067	110.500	111.333	111.867
49	107.433	110.500	111.333	111.867
50	107.367	110.500	111.333	111.867
51	107.867	110.500	111.333	111.867
52	106.867	110.500	111.467	111.867
53	106.933	110.500	111.467	111.867
54	107.400	110.500	111.467	111.867
55	107.733	110.500	111.467	111.867
56	107.167	110.600	111.600	111.867
57	107.500	111.033	111.600	111.867
