0	-77.000000
1	-77.500000
2	-78.000000
3	-79.500000
4	-80.500000
5	-83.000000
6	-84.500000
7	-86.500000
8	-89.500000
9	-88.500000
10	-90.000000
11	-90.000000
12	-94.500000
13	-94.000000
14	-94.000000
15	-94.000000
16	-96.000000
17	-97.500000
18	-98.000000
19	-98.500000
20	-100.500000
21	-101.000000
22	-101.500000
23	-103.000000
24	-104.500000
25	-105.000000
26	-105.500000
27	-105.500000
28	-106.500000
29	-108.000000
30	-109.500000
31	-110.000000
32	-111.500000
33	-111.000000
34	-112.000000
35	-112.000000
36	-112.500000
37	-114.000000
38	-114.500000
39	-115.000000
40	-116.000000
41	-117.000000
42	-117.500000
43	-117.000000
44	-117.500000
45	-118.000000
46	-120.000000
47	-119.500000
48	-120.000000
49	-121.000000
50	-120.000000
51	-120.500000
52	-121.000000
53	-121.000000
54	-122.000000
55	-121.500000
56	-122.500000
57	-123.000000
58	-123.000000
59	-123.000000
60	-124.000000
61	-123.500000
62	-124.500000
63	-125.000000
64	-124.500000
65	-125.500000
66	-124.500000
67	-125.000000
68	-125.000000
69	-125.500000
70	-125.500000
71	-125.500000
72	-126.000000
73	-127.000000
74	-127.000000
75	-127.000000
76	-126.500000
77	-127.000000
78	-126.500000
79	-127.500000
80	-127.000000
81	-127.500000
82	-127.500000
83	-127.500000
84	-127.500000
85	-127.000000
86	-127.500000
87	-128.000000
88	-127.500000
89	-127.500000
90	-127.500000
91	-127.500000
92	-127.500000
93	-127.500000
94	-127.500000
95	-128.000000
96	-128.000000
97	-128.000000
98	-128.000000
99	-128.000000
100	-128.000000
101	-128.000000
102	-128.000000
103	-128.000000
104	-128.000000
105	-128.000000
106	-128.000000
107	-128.000000
108	-128.000000
109	-128.000000
110	-128.000000
111	-128.000000
112	-128.000000
113	-128.000000
114	-128.000000
115	-128.000000
116	-128.000000
117	-128.000000
118	-128.000000
119	-128.000000
120	-128.000000
121	-128.000000
122	-128.000000
123	-128.000000
124	-128.000000
125	-128.000000
126	-128.000000
127	-128.000000
128	-128.000000
129	-128.000000
130	-128.000000
131	-128.000000
132	-128.000000
133	-128.000000
134	-128.000000
135	-128.000000
136	-128.000000
137	-128.000000
138	-128.000000
139	-128.000000
140	-128.000000
141	-128.000000
142	-128.000000
143	-128.000000
144	-128.000000
145	-128.000000
146	-128.000000
147	-128.000000
148	-128.000000
149	-128.000000
150	-128.000000
151	-128.000000
152	-128.000000
153	-128.000000
154	-128.000000
155	-128.000000
156	-128.000000
157	-128.000000
158	-128.000000
159	-128.000000
160	-128.000000
161	-128.000000
162	-128.000000
163	-128.000000
164	-128.000000
165	-128.000000
166	-128.000000
167	-128.000000
168	-128.000000
169	-128.000000
170	-128.000000
171	-128.000000
172	-128.000000
173	-128.000000
174	-128.000000
175	-128.000000
176	-128.000000
177	-128.000000
178	-128.000000
179	-128.000000
180	-128.000000
181	-128.000000
182	-128.000000
183	-128.000000
184	-128.000000
185	-128.000000
186	-128.000000
187	-128.000000
188	-128.000000
189	-128.000000
190	-128.000000
191	-128.000000
192	-128.000000
193	-128.000000
194	-128.000000
195	-128.000000
196	-128.000000
197	-128.000000
198	-128.000000
199	-128.000000
