0	51.000000
1	50.000000
2	49.000000
3	45.000000
4	45.000000
5	42.000000
6	42.000000
7	41.000000
8	38.000000
9	37.000000
10	36.000000
11	34.000000
12	31.000000
13	30.000000
14	30.000000
15	29.000000
16	27.000000
17	26.000000
18	25.000000
19	24.000000
20	22.000000
21	22.000000
22	21.000000
23	21.000000
24	20.000000
25	17.000000
26	17.000000
27	16.000000
28	16.000000
29	16.000000
30	13.000000
31	13.000000
32	12.000000
33	10.000000
34	9.000000
35	9.000000
36	9.000000
37	9.000000
38	8.000000
39	8.000000
40	8.000000
41	8.000000
42	7.000000
43	5.000000
44	5.000000
45	5.000000
46	5.000000
47	5.000000
48	5.000000
49	4.000000
50	4.000000
51	4.000000
52	4.000000
53	4.000000
54	4.000000
55	3.000000
56	3.000000
57	2.000000
58	2.000000
59	2.000000
60	2.000000
61	2.000000
62	2.000000
63	2.000000
64	2.000000
65	2.000000
66	1.000000
67	1.000000
68	1.000000
69	1.000000
70	1.000000
71	1.000000
72	1.000000
73	0.000000
74	0.000000
75	0.000000
76	0.000000
77	0.000000
78	0.000000
79	0.000000
80	0.000000
81	0.000000
82	0.000000
83	0.000000
84	0.000000
85	0.000000
86	0.000000
87	0.000000
88	0.000000
89	0.000000
90	0.000000
91	0.000000
92	0.000000
93	0.000000
94	0.000000
95	0.000000
96	0.000000
97	0.000000
98	0.000000
99	0.000000
